Physics,Chemistry,Math,Computer,English,Total Marks,Percentages %,Grades,GPA,Final Results
75,18,49,52,65,259.0,51.8,C+,2.072,FAIL
54,17,13,36,33,153.0,30.6,NG,1.224,FAIL
57,54,91,15,0,217.0,43.4,C,1.736,FAIL
57,12,45,52,41,207.0,41.4,C,1.656,FAIL
41,65,64,90,74,334.0,66.8,B,2.6719999999999997,PASS
26,13,74,57,71,241.0,48.2,C,1.928,FAIL
49,48,73,5,90,265.0,53.0,C+,2.12,FAIL
13,2,1,32,57,105.0,21.0,NG,0.84,FAIL
61,5,31,7,71,175.0,35.0,C,1.4,FAIL
83,85,19,70,80,337.0,67.4,B,2.696,FAIL
59,31,83,76,68,317.0,63.4,B,2.536,FAIL
93,93,3,32,54,275.0,55.0,C+,2.2,FAIL
26,41,81,75,95,318.0,63.6,B,2.544,FAIL
23,92,7,20,28,170.0,34.0,NG,1.36,FAIL
9,45,11,70,25,160.0,32.0,NG,1.28,FAIL
58,43,16,65,93,275.0,55.0,C+,2.2,FAIL
42,59,13,65,6,185.0,37.0,C,1.48,FAIL
4,34,25,23,53,139.0,27.8,NG,1.112,FAIL
10,2,83,56,48,199.0,39.8,C,1.592,FAIL
88,65,97,21,78,349.0,69.8,B,2.792,FAIL
13,46,93,90,62,304.0,60.8,B,2.432,FAIL
12,27,7,7,73,126.0,25.2,NG,1.008,FAIL
51,39,89,69,46,294.0,58.8,C+,2.352,PASS
15,10,29,41,62,157.0,31.4,NG,1.256,FAIL
70,36,86,30,7,229.0,45.8,C,1.832,FAIL
5,88,81,39,38,251.0,50.2,C+,2.008,FAIL
55,36,18,53,61,223.0,44.6,C,1.784,FAIL
36,57,13,47,16,169.0,33.8,NG,1.352,FAIL
96,46,15,17,18,192.0,38.4,C,1.536,FAIL
65,97,54,15,85,316.0,63.2,B,2.528,FAIL
48,28,26,65,74,241.0,48.2,C,1.928,FAIL
79,90,96,91,98,454.0,90.8,A+,3.6319999999999997,PASS
42,8,87,55,33,225.0,45.0,C,1.8,FAIL
19,2,88,3,28,140.0,28.0,NG,1.12,FAIL
30,43,8,8,33,122.0,24.4,NG,0.976,FAIL
67,68,26,5,97,263.0,52.6,C+,2.104,FAIL
18,36,80,36,56,226.0,45.2,C,1.808,FAIL
61,30,31,76,89,287.0,57.4,C+,2.296,FAIL
62,82,39,75,1,259.0,51.8,C+,2.072,FAIL
74,40,97,25,37,273.0,54.6,C+,2.184,FAIL
66,1,51,42,81,241.0,48.2,C,1.928,FAIL
41,18,24,18,45,146.0,29.2,NG,1.168,FAIL
46,46,53,40,37,222.0,44.4,C,1.776,PASS
22,33,10,82,73,220.0,44.0,C,1.76,FAIL
13,20,88,18,32,171.0,34.2,NG,1.368,FAIL
74,48,44,13,60,239.0,47.8,C,1.912,FAIL
65,31,41,8,49,194.0,38.8,C,1.5520000000000003,FAIL
59,10,61,36,21,187.0,37.4,C,1.496,FAIL
7,76,74,24,14,195.0,39.0,C,1.56,FAIL
46,40,60,54,7,207.0,41.4,C,1.656,FAIL
61,68,23,39,88,279.0,55.8,C+,2.232,FAIL
29,75,2,49,48,203.0,40.6,C,1.624,FAIL
75,71,60,98,16,320.0,64.0,B,2.56,FAIL
15,88,70,5,89,267.0,53.4,C+,2.136,FAIL
33,73,0,82,31,219.0,43.8,C,1.7519999999999998,FAIL
52,71,38,39,32,232.0,46.4,C,1.8560000000000003,FAIL
22,97,45,98,31,293.0,58.6,C+,2.344,FAIL
51,73,26,9,36,195.0,39.0,C,1.56,FAIL
80,38,15,11,87,231.0,46.2,C,1.848,FAIL
85,67,37,28,65,282.0,56.4,C+,2.256,FAIL
48,68,80,57,16,269.0,53.8,C+,2.152,FAIL
33,52,62,52,90,289.0,57.8,C+,2.312,FAIL
57,30,96,84,33,300.0,60.0,B,2.4,FAIL
60,18,74,34,6,192.0,38.4,C,1.536,FAIL
26,93,41,73,13,246.0,49.2,C,1.9680000000000002,FAIL
85,85,13,12,74,269.0,53.8,C+,2.152,FAIL
81,12,21,43,56,213.0,42.6,C,1.704,FAIL
33,99,21,5,84,242.0,48.4,C,1.936,FAIL
1,29,99,23,49,201.0,40.2,C,1.608,FAIL
3,51,93,60,69,276.0,55.2,C+,2.208,FAIL
8,13,38,16,88,163.0,32.6,NG,1.304,FAIL
73,58,57,11,40,239.0,47.8,C,1.912,FAIL
26,92,34,48,86,286.0,57.2,C+,2.288,FAIL
57,11,29,22,13,132.0,26.4,NG,1.056,FAIL
64,53,57,45,11,230.0,46.0,C,1.84,FAIL
28,48,31,58,72,237.0,47.4,C,1.896,FAIL
32,5,63,14,74,188.0,37.6,C,1.504,FAIL
34,73,0,39,38,184.0,36.8,C,1.472,FAIL
48,30,75,68,63,284.0,56.8,C+,2.272,FAIL
35,89,11,53,90,278.0,55.6,C+,2.224,FAIL
91,29,20,67,79,286.0,57.2,C+,2.288,FAIL
79,87,49,75,97,387.0,77.4,B+,3.096,PASS
12,79,97,13,3,204.0,40.8,C,1.632,FAIL
88,78,29,8,29,232.0,46.4,C,1.8560000000000003,FAIL
86,63,76,14,19,258.0,51.6,C+,2.064,FAIL
54,18,55,21,21,169.0,33.8,NG,1.352,FAIL
71,5,97,74,49,296.0,59.2,C+,2.368,FAIL
10,50,17,45,97,219.0,43.8,C,1.7519999999999998,FAIL
13,77,77,20,78,265.0,53.0,C+,2.12,FAIL
72,24,94,7,50,247.0,49.4,C,1.976,FAIL
10,36,87,32,81,246.0,49.2,C,1.9680000000000002,FAIL
73,86,61,15,15,250.0,50.0,C+,2.0,FAIL
90,48,21,78,43,280.0,56.0,C+,2.24,FAIL
97,72,41,35,15,260.0,52.0,C+,2.08,FAIL
90,84,0,49,33,256.0,51.2,C+,2.048,FAIL
29,75,30,90,85,309.0,61.8,B,2.472,FAIL
91,27,6,80,36,240.0,48.0,C,1.92,FAIL
15,56,74,94,37,276.0,55.2,C+,2.208,FAIL
93,72,19,82,37,303.0,60.6,B,2.424,FAIL
36,38,27,53,24,178.0,35.6,C,1.4240000000000002,FAIL
97,74,28,87,36,322.0,64.4,B,2.576,FAIL
73,13,41,55,70,252.0,50.4,C+,2.016,FAIL
41,48,88,42,62,281.0,56.2,C+,2.248,PASS
0,13,36,3,94,146.0,29.2,NG,1.168,FAIL
17,16,11,26,22,92.0,18.4,NG,0.736,FAIL
83,25,48,81,67,304.0,60.8,B,2.432,FAIL
90,71,61,85,47,354.0,70.8,B+,2.832,PASS
53,7,85,98,92,335.0,67.0,B,2.68,FAIL
58,24,13,76,62,233.0,46.6,C,1.864,FAIL
13,16,44,8,74,155.0,31.0,NG,1.24,FAIL
41,38,11,82,69,241.0,48.2,C,1.928,FAIL
15,48,9,35,97,204.0,40.8,C,1.632,FAIL
85,45,25,38,53,246.0,49.2,C,1.9680000000000002,FAIL
77,15,33,66,10,201.0,40.2,C,1.608,FAIL
79,9,28,70,47,233.0,46.6,C,1.864,FAIL
10,16,11,95,5,137.0,27.4,NG,1.096,FAIL
69,18,19,32,63,201.0,40.2,C,1.608,FAIL
31,82,0,21,80,214.0,42.8,C,1.712,FAIL
73,29,60,65,59,286.0,57.2,C+,2.288,FAIL
15,78,28,64,63,248.0,49.6,C,1.984,FAIL
73,8,36,67,43,227.0,45.4,C,1.8159999999999998,FAIL
25,78,71,91,9,274.0,54.8,C+,2.192,FAIL
72,69,81,36,53,311.0,62.2,B,2.488,PASS
58,24,34,60,32,208.0,41.6,C,1.6640000000000001,FAIL
9,17,12,75,47,160.0,32.0,NG,1.28,FAIL
32,9,60,51,45,197.0,39.4,C,1.5759999999999998,FAIL
40,20,54,18,38,170.0,34.0,NG,1.36,FAIL
82,65,21,1,63,232.0,46.4,C,1.8560000000000003,FAIL
28,75,99,12,65,279.0,55.8,C+,2.232,FAIL
30,33,33,7,77,180.0,36.0,C,1.44,FAIL
79,10,68,84,73,314.0,62.8,B,2.512,FAIL
69,9,80,88,57,303.0,60.6,B,2.424,FAIL
4,5,66,19,56,150.0,30.0,NG,1.2,FAIL
70,34,68,13,61,246.0,49.2,C,1.9680000000000002,FAIL
3,5,54,19,8,89.0,17.8,NG,0.7120000000000001,FAIL
21,95,70,94,59,339.0,67.8,B,2.7120000000000006,FAIL
77,49,50,26,31,233.0,46.6,C,1.864,FAIL
96,1,91,92,93,373.0,74.6,B+,2.984,FAIL
10,53,19,42,20,144.0,28.8,NG,1.152,FAIL
72,39,2,88,65,266.0,53.2,C+,2.128,FAIL
31,38,34,86,44,233.0,46.6,C,1.864,FAIL
53,6,3,61,69,192.0,38.4,C,1.536,FAIL
96,7,5,23,71,202.0,40.4,C,1.6160000000000003,FAIL
67,75,83,9,16,250.0,50.0,C+,2.0,FAIL
45,63,14,39,49,210.0,42.0,C,1.68,FAIL
63,29,88,66,11,257.0,51.4,C+,2.056,FAIL
83,7,80,50,19,239.0,47.8,C,1.912,FAIL
88,75,76,45,60,344.0,68.8,B,2.752,PASS
7,90,49,28,93,267.0,53.4,C+,2.136,FAIL
78,38,28,73,46,263.0,52.6,C+,2.104,FAIL
95,66,96,38,93,388.0,77.6,B+,3.1040000000000005,PASS
57,86,91,80,20,334.0,66.8,B,2.6719999999999997,FAIL
54,30,88,56,39,267.0,53.4,C+,2.136,FAIL
32,29,54,90,28,233.0,46.6,C,1.864,FAIL
54,97,84,81,36,352.0,70.4,B+,2.816,PASS
36,86,55,7,86,270.0,54.0,C+,2.16,FAIL
83,33,59,54,34,263.0,52.6,C+,2.104,FAIL
42,46,75,37,47,247.0,49.4,C,1.976,PASS
69,75,60,76,53,333.0,66.6,B,2.664,PASS
9,12,72,52,65,210.0,42.0,C,1.68,FAIL
16,69,16,93,26,220.0,44.0,C,1.76,FAIL
52,39,11,64,1,167.0,33.4,NG,1.3359999999999999,FAIL
77,33,9,98,89,306.0,61.2,B,2.448,FAIL
9,50,47,38,56,200.0,40.0,C,1.6,FAIL
84,55,0,47,92,278.0,55.6,C+,2.224,FAIL
74,50,45,80,80,329.0,65.8,B,2.6319999999999997,PASS
64,71,33,29,83,280.0,56.0,C+,2.24,FAIL
12,44,59,70,93,278.0,55.6,C+,2.224,FAIL
74,13,79,84,71,321.0,64.2,B,2.568,FAIL
54,49,82,35,41,261.0,52.2,C+,2.088,PASS
65,6,92,28,18,209.0,41.8,C,1.672,FAIL
61,48,75,1,79,264.0,52.8,C+,2.112,FAIL
63,39,4,67,65,238.0,47.6,C,1.9039999999999997,FAIL
41,66,98,20,30,255.0,51.0,C+,2.04,FAIL
71,35,94,25,73,298.0,59.6,C+,2.384,FAIL
37,52,39,81,62,271.0,54.2,C+,2.168,PASS
76,57,47,53,39,272.0,54.4,C+,2.176,PASS
45,4,94,7,27,177.0,35.4,C,1.416,FAIL
39,55,30,58,9,191.0,38.2,C,1.528,FAIL
51,27,26,9,40,153.0,30.6,NG,1.224,FAIL
74,51,90,96,87,398.0,79.6,B+,3.184,PASS
4,89,31,78,2,204.0,40.8,C,1.632,FAIL
25,89,77,66,90,347.0,69.4,B,2.776,FAIL
15,72,24,15,81,207.0,41.4,C,1.656,FAIL
64,66,63,9,66,268.0,53.6,C+,2.144,FAIL
46,52,80,26,97,301.0,60.2,B,2.408,FAIL
51,11,56,48,38,204.0,40.8,C,1.632,FAIL
73,72,55,47,26,273.0,54.6,C+,2.184,FAIL
94,70,94,87,65,410.0,82.0,A,3.28,PASS
66,78,8,42,18,212.0,42.4,C,1.696,FAIL
74,88,51,63,97,373.0,74.6,B+,2.984,PASS
75,14,16,47,47,199.0,39.8,C,1.592,FAIL
61,16,11,8,60,156.0,31.2,NG,1.248,FAIL
84,22,38,84,4,232.0,46.4,C,1.8560000000000003,FAIL
94,8,80,74,78,334.0,66.8,B,2.6719999999999997,FAIL
45,19,82,11,70,227.0,45.4,C,1.8159999999999998,FAIL
56,33,11,72,37,209.0,41.8,C,1.672,FAIL
89,86,74,96,17,362.0,72.4,B+,2.8959999999999995,FAIL
10,83,50,52,29,224.0,44.8,C,1.7920000000000003,FAIL
14,83,88,7,54,246.0,49.2,C,1.9680000000000002,FAIL
76,96,51,5,40,268.0,53.6,C+,2.144,FAIL
14,94,4,52,34,198.0,39.6,C,1.584,FAIL
14,51,26,25,36,152.0,30.4,NG,1.216,FAIL
71,35,80,95,46,327.0,65.4,B,2.616,PASS
77,78,59,88,56,358.0,71.6,B+,2.864,PASS
96,62,76,67,86,387.0,77.4,B+,3.096,PASS
15,99,8,95,90,307.0,61.4,B,2.456,FAIL
18,40,32,90,48,228.0,45.6,C,1.824,FAIL
9,96,7,40,91,243.0,48.6,C,1.944,FAIL
19,9,33,22,58,141.0,28.2,NG,1.128,FAIL
45,20,44,65,11,185.0,37.0,C,1.48,FAIL
25,19,67,0,19,130.0,26.0,NG,1.04,FAIL
25,14,74,45,52,210.0,42.0,C,1.68,FAIL
10,91,35,8,26,170.0,34.0,NG,1.36,FAIL
97,15,69,58,90,329.0,65.8,B,2.6319999999999997,FAIL
24,57,70,37,78,266.0,53.2,C+,2.128,FAIL
6,32,31,61,12,142.0,28.4,NG,1.136,FAIL
72,17,74,52,57,272.0,54.4,C+,2.176,FAIL
47,46,93,94,21,301.0,60.2,B,2.408,FAIL
69,18,94,4,94,279.0,55.8,C+,2.232,FAIL
27,36,58,40,87,248.0,49.6,C,1.984,FAIL
53,9,6,19,54,141.0,28.2,NG,1.128,FAIL
27,90,26,41,97,281.0,56.2,C+,2.248,FAIL
26,67,69,73,5,240.0,48.0,C,1.92,FAIL
26,23,85,51,40,225.0,45.0,C,1.8,FAIL
21,89,68,76,25,279.0,55.8,C+,2.232,FAIL
19,46,32,32,61,190.0,38.0,C,1.52,FAIL
10,81,61,66,67,285.0,57.0,C+,2.28,FAIL
57,85,84,97,90,413.0,82.6,A,3.304,PASS
60,59,66,99,39,323.0,64.6,B,2.5840000000000005,PASS
67,75,24,96,14,276.0,55.2,C+,2.208,FAIL
75,86,5,97,70,333.0,66.6,B,2.664,FAIL
85,50,61,71,96,363.0,72.6,B+,2.904,PASS
50,19,13,85,81,248.0,49.6,C,1.984,FAIL
39,22,78,75,38,252.0,50.4,C+,2.016,FAIL
74,23,22,10,93,222.0,44.4,C,1.776,FAIL
87,13,48,70,53,271.0,54.2,C+,2.168,FAIL
48,94,19,83,44,288.0,57.6,C+,2.304,FAIL
35,36,96,54,59,280.0,56.0,C+,2.24,PASS
24,96,98,34,92,344.0,68.8,B,2.752,FAIL
38,29,32,42,4,145.0,29.0,NG,1.16,FAIL
2,43,70,35,46,196.0,39.2,C,1.568,FAIL
8,32,39,94,89,262.0,52.4,C+,2.096,FAIL
96,41,75,90,30,332.0,66.4,B,2.656,FAIL
32,29,57,42,38,198.0,39.6,C,1.584,FAIL
71,19,60,83,25,258.0,51.6,C+,2.064,FAIL
67,54,59,65,75,320.0,64.0,B,2.56,PASS
82,79,38,85,13,297.0,59.4,C+,2.376,FAIL
21,72,46,52,92,283.0,56.6,C+,2.264,FAIL
60,44,6,53,60,223.0,44.6,C,1.784,FAIL
69,47,59,42,68,285.0,57.0,C+,2.28,PASS
84,20,84,84,16,288.0,57.6,C+,2.304,FAIL
75,41,65,67,39,287.0,57.4,C+,2.296,PASS
96,90,24,18,68,296.0,59.2,C+,2.368,FAIL
57,73,87,28,62,307.0,61.4,B,2.456,FAIL
82,77,38,6,23,226.0,45.2,C,1.808,FAIL
62,86,64,88,15,315.0,63.0,B,2.52,FAIL
88,73,97,64,18,340.0,68.0,B,2.72,FAIL
77,77,47,66,21,288.0,57.6,C+,2.304,FAIL
25,30,59,50,24,188.0,37.6,C,1.504,FAIL
62,51,10,86,94,303.0,60.6,B,2.424,FAIL
0,34,79,51,88,252.0,50.4,C+,2.016,FAIL
9,30,50,38,74,201.0,40.2,C,1.608,FAIL
90,75,24,89,48,326.0,65.2,B,2.608,FAIL
26,89,4,97,75,291.0,58.2,C+,2.328,FAIL
73,0,62,95,31,261.0,52.2,C+,2.088,FAIL
79,44,5,95,94,317.0,63.4,B,2.536,FAIL
39,18,18,30,68,173.0,34.6,NG,1.3839999999999997,FAIL
35,58,28,54,9,184.0,36.8,C,1.472,FAIL
41,4,66,89,27,227.0,45.4,C,1.8159999999999998,FAIL
84,57,47,10,40,238.0,47.6,C,1.9039999999999997,FAIL
77,70,52,14,82,295.0,59.0,C+,2.36,FAIL
79,52,40,35,31,237.0,47.4,C,1.896,FAIL
22,74,10,54,63,223.0,44.6,C,1.784,FAIL
93,64,8,76,62,303.0,60.6,B,2.424,FAIL
31,13,38,12,13,107.0,21.4,NG,0.856,FAIL
35,44,68,64,48,259.0,51.8,C+,2.072,PASS
1,28,42,22,67,160.0,32.0,NG,1.28,FAIL
97,46,61,60,48,312.0,62.4,B,2.496,PASS
87,79,87,95,7,355.0,71.0,B+,2.84,FAIL
79,10,72,36,72,269.0,53.8,C+,2.152,FAIL
81,22,5,87,98,293.0,58.6,C+,2.344,FAIL
17,46,80,59,99,301.0,60.2,B,2.408,FAIL
71,13,29,77,58,248.0,49.6,C,1.984,FAIL
92,11,65,80,96,344.0,68.8,B,2.752,FAIL
50,97,2,31,49,229.0,45.8,C,1.832,FAIL
22,77,19,90,90,298.0,59.6,C+,2.384,FAIL
50,79,31,79,60,299.0,59.8,C+,2.392,FAIL
94,23,71,97,27,312.0,62.4,B,2.496,FAIL
27,67,53,43,9,199.0,39.8,C,1.592,FAIL
26,66,36,64,12,204.0,40.8,C,1.632,FAIL
13,91,6,17,29,156.0,31.2,NG,1.248,FAIL
59,53,90,48,74,324.0,64.8,B,2.592,PASS
45,69,52,2,68,236.0,47.2,C,1.888,FAIL
65,36,28,59,20,208.0,41.6,C,1.6640000000000001,FAIL
34,91,27,15,27,194.0,38.8,C,1.5520000000000003,FAIL
89,7,44,47,19,206.0,41.2,C,1.648,FAIL
15,83,46,47,54,245.0,49.0,C,1.96,FAIL
8,40,84,68,89,289.0,57.8,C+,2.312,FAIL
97,80,65,83,30,355.0,71.0,B+,2.84,FAIL
37,77,69,56,17,256.0,51.2,C+,2.048,FAIL
55,92,47,3,69,266.0,53.2,C+,2.128,FAIL
19,92,66,6,28,211.0,42.2,C,1.6879999999999997,FAIL
48,58,53,67,57,283.0,56.6,C+,2.264,PASS
61,84,34,27,10,216.0,43.2,C,1.7280000000000002,FAIL
36,71,90,54,49,300.0,60.0,B,2.4,PASS
24,54,87,99,62,326.0,65.2,B,2.608,FAIL
23,12,20,5,92,152.0,30.4,NG,1.216,FAIL
20,37,89,44,83,273.0,54.6,C+,2.184,FAIL
89,66,50,13,64,282.0,56.4,C+,2.256,FAIL
94,86,33,33,45,291.0,58.2,C+,2.328,FAIL
96,54,26,28,51,255.0,51.0,C+,2.04,FAIL
1,4,33,70,42,150.0,30.0,NG,1.2,FAIL
28,30,9,83,6,156.0,31.2,NG,1.248,FAIL
69,44,68,43,58,282.0,56.4,C+,2.256,PASS
96,57,81,15,38,287.0,57.4,C+,2.296,FAIL
51,77,44,87,24,283.0,56.6,C+,2.264,FAIL
17,57,82,89,77,322.0,64.4,B,2.576,FAIL
43,41,17,5,4,110.0,22.0,NG,0.88,FAIL
88,41,55,92,23,299.0,59.8,C+,2.392,FAIL
11,49,93,13,41,207.0,41.4,C,1.656,FAIL
34,51,42,36,19,182.0,36.4,C,1.456,FAIL
86,90,40,31,65,312.0,62.4,B,2.496,FAIL
64,14,18,68,22,186.0,37.2,C,1.4880000000000002,FAIL
21,43,74,86,89,313.0,62.6,B,2.504,FAIL
55,43,35,92,2,227.0,45.4,C,1.8159999999999998,FAIL
24,95,10,2,59,190.0,38.0,C,1.52,FAIL
64,25,85,10,1,185.0,37.0,C,1.48,FAIL
18,80,42,55,68,263.0,52.6,C+,2.104,FAIL
4,42,96,87,29,258.0,51.6,C+,2.064,FAIL
29,80,99,32,91,331.0,66.2,B,2.648,FAIL
98,82,31,5,14,230.0,46.0,C,1.84,FAIL
17,26,74,34,32,183.0,36.6,C,1.464,FAIL
90,67,0,87,40,284.0,56.8,C+,2.272,FAIL
25,51,57,78,24,235.0,47.0,C,1.88,FAIL
45,28,86,54,67,280.0,56.0,C+,2.24,FAIL
71,41,8,40,11,171.0,34.2,NG,1.368,FAIL
45,20,61,12,74,212.0,42.4,C,1.696,FAIL
10,68,97,74,78,327.0,65.4,B,2.616,FAIL
72,8,56,17,96,249.0,49.8,C,1.992,FAIL
54,48,66,7,27,202.0,40.4,C,1.6160000000000003,FAIL
71,19,86,51,31,258.0,51.6,C+,2.064,FAIL
53,3,20,77,72,225.0,45.0,C,1.8,FAIL
10,9,67,28,30,144.0,28.8,NG,1.152,FAIL
73,43,43,15,28,202.0,40.4,C,1.6160000000000003,FAIL
1,85,24,78,3,191.0,38.2,C,1.528,FAIL
28,79,6,84,83,280.0,56.0,C+,2.24,FAIL
55,81,45,50,14,245.0,49.0,C,1.96,FAIL
50,94,48,45,31,268.0,53.6,C+,2.144,FAIL
6,86,24,98,13,227.0,45.4,C,1.8159999999999998,FAIL
58,95,56,12,11,232.0,46.4,C,1.8560000000000003,FAIL
79,38,87,35,93,332.0,66.4,B,2.656,PASS
83,12,54,52,0,201.0,40.2,C,1.608,FAIL
24,83,14,0,19,140.0,28.0,NG,1.12,FAIL
54,26,57,12,10,159.0,31.8,NG,1.272,FAIL
27,81,28,25,18,179.0,35.8,C,1.432,FAIL
79,50,15,32,76,252.0,50.4,C+,2.016,FAIL
94,35,12,16,41,198.0,39.6,C,1.584,FAIL
45,17,65,51,76,254.0,50.8,C+,2.032,FAIL
29,58,42,98,61,288.0,57.6,C+,2.304,FAIL
55,74,56,75,68,328.0,65.6,B,2.6240000000000006,PASS
97,77,88,5,29,296.0,59.2,C+,2.368,FAIL
39,33,29,98,26,225.0,45.0,C,1.8,FAIL
26,72,92,20,14,224.0,44.8,C,1.7920000000000003,FAIL
28,85,42,41,3,199.0,39.8,C,1.592,FAIL
5,6,0,77,38,126.0,25.2,NG,1.008,FAIL
86,6,54,20,28,194.0,38.8,C,1.5520000000000003,FAIL
0,89,2,28,32,151.0,30.2,NG,1.208,FAIL
67,63,37,39,37,243.0,48.6,C,1.944,PASS
12,30,7,13,35,97.0,19.4,NG,0.7760000000000001,FAIL
56,17,20,84,61,238.0,47.6,C,1.9039999999999997,FAIL
16,48,59,49,88,260.0,52.0,C+,2.08,FAIL
90,94,85,28,71,368.0,73.6,B+,2.944,FAIL
47,2,62,49,15,175.0,35.0,C,1.4,FAIL
54,86,50,59,79,328.0,65.6,B,2.6240000000000006,PASS
94,13,68,0,87,262.0,52.4,C+,2.096,FAIL
62,28,89,51,52,282.0,56.4,C+,2.256,FAIL
91,95,72,95,20,373.0,74.6,B+,2.984,FAIL
35,90,29,61,82,297.0,59.4,C+,2.376,FAIL
71,10,7,13,62,163.0,32.6,NG,1.304,FAIL
69,99,75,55,39,337.0,67.4,B,2.696,PASS
75,61,55,7,35,233.0,46.6,C,1.864,FAIL
62,78,9,18,61,228.0,45.6,C,1.824,FAIL
61,49,33,78,43,264.0,52.8,C+,2.112,FAIL
88,29,45,39,1,202.0,40.4,C,1.6160000000000003,FAIL
53,10,71,4,97,235.0,47.0,C,1.88,FAIL
46,59,76,57,37,275.0,55.0,C+,2.2,PASS
30,76,43,69,11,229.0,45.8,C,1.832,FAIL
99,49,42,83,35,308.0,61.6,B,2.464,PASS
67,11,76,12,40,206.0,41.2,C,1.648,FAIL
90,53,75,98,86,402.0,80.4,A,3.216,PASS
95,43,63,88,20,309.0,61.8,B,2.472,FAIL
10,26,84,60,46,226.0,45.2,C,1.808,FAIL
83,26,51,29,33,222.0,44.4,C,1.776,FAIL
2,87,57,69,9,224.0,44.8,C,1.7920000000000003,FAIL
92,99,8,61,37,297.0,59.4,C+,2.376,FAIL
86,32,51,91,49,309.0,61.8,B,2.472,FAIL
23,5,63,10,6,107.0,21.4,NG,0.856,FAIL
31,44,68,6,4,153.0,30.6,NG,1.224,FAIL
82,45,19,27,58,231.0,46.2,C,1.848,FAIL
21,83,83,31,59,277.0,55.4,C+,2.216,FAIL
77,23,75,33,33,241.0,48.2,C,1.928,FAIL
74,94,56,66,47,337.0,67.4,B,2.696,PASS
70,63,66,51,20,270.0,54.0,C+,2.16,FAIL
17,3,13,74,77,184.0,36.8,C,1.472,FAIL
11,26,63,30,43,173.0,34.6,NG,1.3839999999999997,FAIL
87,3,55,30,4,179.0,35.8,C,1.432,FAIL
93,96,52,5,36,282.0,56.4,C+,2.256,FAIL
36,93,9,70,62,270.0,54.0,C+,2.16,FAIL
97,54,21,58,90,320.0,64.0,B,2.56,FAIL
59,25,21,51,33,189.0,37.8,C,1.5119999999999998,FAIL
95,11,99,88,68,361.0,72.2,B+,2.888,FAIL
39,66,45,44,78,272.0,54.4,C+,2.176,PASS
30,42,54,31,53,210.0,42.0,C,1.68,FAIL
95,43,61,23,36,258.0,51.6,C+,2.064,FAIL
66,78,63,79,80,366.0,73.2,B+,2.928,PASS
91,23,42,41,98,295.0,59.0,C+,2.36,FAIL
42,94,94,89,33,352.0,70.4,B+,2.816,FAIL
99,21,21,57,43,241.0,48.2,C,1.928,FAIL
74,45,42,70,94,325.0,65.0,B,2.6,PASS
61,71,41,72,88,333.0,66.6,B,2.664,PASS
63,14,35,89,10,211.0,42.2,C,1.6879999999999997,FAIL
35,81,76,79,6,277.0,55.4,C+,2.216,FAIL
73,32,88,90,86,369.0,73.8,B+,2.952,FAIL
81,76,3,25,3,188.0,37.6,C,1.504,FAIL
96,5,72,45,68,286.0,57.2,C+,2.288,FAIL
62,95,78,35,39,309.0,61.8,B,2.472,PASS
1,18,41,21,35,116.0,23.2,NG,0.9280000000000002,FAIL
62,16,91,25,54,248.0,49.6,C,1.984,FAIL
68,2,96,91,47,304.0,60.8,B,2.432,FAIL
87,86,42,48,21,284.0,56.8,C+,2.272,FAIL
89,23,39,39,88,278.0,55.6,C+,2.224,FAIL
81,72,69,44,67,333.0,66.6,B,2.664,PASS
3,88,41,14,17,163.0,32.6,NG,1.304,FAIL
32,15,62,88,22,219.0,43.8,C,1.7519999999999998,FAIL
42,1,78,71,32,224.0,44.8,C,1.7920000000000003,FAIL
7,86,77,6,32,208.0,41.6,C,1.6640000000000001,FAIL
25,89,48,65,28,255.0,51.0,C+,2.04,FAIL
66,86,73,15,74,314.0,62.8,B,2.512,FAIL
99,63,29,87,28,306.0,61.2,B,2.448,FAIL
5,79,42,9,68,203.0,40.6,C,1.624,FAIL
58,1,53,23,40,175.0,35.0,C,1.4,FAIL
20,72,46,92,33,263.0,52.6,C+,2.104,FAIL
30,13,89,37,71,240.0,48.0,C,1.92,FAIL
13,29,29,33,19,123.0,24.6,NG,0.9840000000000001,FAIL
71,51,66,77,42,307.0,61.4,B,2.456,PASS
83,74,19,61,75,312.0,62.4,B,2.496,FAIL
98,55,69,9,56,287.0,57.4,C+,2.296,FAIL
85,24,83,56,74,322.0,64.4,B,2.576,FAIL
10,78,77,5,52,222.0,44.4,C,1.776,FAIL
0,82,0,45,1,128.0,25.6,NG,1.024,FAIL
40,83,95,68,38,324.0,64.8,B,2.592,PASS
58,76,79,62,43,318.0,63.6,B,2.544,PASS
62,78,3,54,53,250.0,50.0,C+,2.0,FAIL
36,58,96,48,20,258.0,51.6,C+,2.064,FAIL
87,84,41,45,71,328.0,65.6,B,2.6240000000000006,PASS
14,24,89,93,64,284.0,56.8,C+,2.272,FAIL
91,69,82,46,36,324.0,64.8,B,2.592,PASS
64,93,11,87,59,314.0,62.8,B,2.512,FAIL
32,14,33,81,58,218.0,43.6,C,1.744,FAIL
44,20,57,88,41,250.0,50.0,C+,2.0,FAIL
54,70,64,74,20,282.0,56.4,C+,2.256,FAIL
3,40,47,89,27,206.0,41.2,C,1.648,FAIL
37,83,45,43,46,254.0,50.8,C+,2.032,PASS
79,93,89,95,83,439.0,87.8,A,3.512,PASS
