Physics,Chemistry,Math,Computer,Average Marks,Total Marks,Percentages %,Grades,Final Results
96,46,96,42,70.0,280.0,70.0,B+,PASS
79,89,38,78,71.0,284.0,71.0,B+,PASS
84,60,23,89,64.0,256.0,64.0,B,FAIL
27,56,20,60,40.75,163.0,40.75,C,FAIL
48,98,96,64,76.5,306.0,76.5,B+,PASS
25,22,10,16,18.25,73.0,18.25,NG,FAIL
27,66,91,55,59.75,239.0,59.75,C+,FAIL
91,28,4,95,54.5,218.0,54.5,C+,FAIL
88,64,64,37,63.25,253.0,63.25,B,PASS
3,77,55,75,52.5,210.0,52.5,C+,FAIL
79,24,71,22,49.0,196.0,49.0,C,FAIL
16,24,36,41,29.25,117.0,29.25,NG,FAIL
29,90,90,26,58.75,235.0,58.75,C+,FAIL
17,81,85,45,57.0,228.0,57.0,C+,FAIL
82,69,12,0,40.75,163.0,40.75,C,FAIL
72,22,66,10,42.5,170.0,42.5,C,FAIL
43,85,23,23,43.5,174.0,43.5,C,FAIL
10,17,77,24,32.0,128.0,32.0,NG,FAIL
45,91,11,22,42.25,169.0,42.25,C,FAIL
64,6,43,66,44.75,179.0,44.75,C,FAIL
49,7,37,92,46.25,185.0,46.25,C,FAIL
1,87,64,97,62.25,249.0,62.25,B,FAIL
43,23,92,35,48.25,193.0,48.25,C,FAIL
3,37,32,37,27.25,109.0,27.25,NG,FAIL
69,25,11,54,39.75,159.0,39.75,C,FAIL
76,32,73,13,48.5,194.0,48.5,C,FAIL
52,68,4,59,45.75,183.0,45.75,C,FAIL
95,24,37,31,46.75,187.0,46.75,C,FAIL
1,39,23,64,31.75,127.0,31.75,NG,FAIL
19,88,98,96,75.25,301.0,75.25,B+,FAIL
70,88,80,8,61.5,246.0,61.5,B,FAIL
74,63,64,89,72.5,290.0,72.5,B+,PASS
27,89,37,41,48.5,194.0,48.5,C,FAIL
24,18,93,97,58.0,232.0,58.0,C+,FAIL
90,11,28,4,33.25,133.0,33.25,NG,FAIL
69,41,52,5,41.75,167.0,41.75,C,FAIL
31,25,99,15,42.5,170.0,42.5,C,FAIL
28,61,32,58,44.75,179.0,44.75,C,FAIL
47,26,88,65,56.5,226.0,56.5,C+,FAIL
25,66,84,58,58.25,233.0,58.25,C+,FAIL
91,57,98,71,79.25,317.0,79.25,B+,PASS
32,51,82,12,44.25,177.0,44.25,C,FAIL
91,31,21,25,42.0,168.0,42.0,C,FAIL
30,59,52,10,37.75,151.0,37.75,C,FAIL
15,28,88,68,49.75,199.0,49.75,C,FAIL
43,93,85,66,71.75,287.0,71.75,B+,PASS
33,22,68,2,31.25,125.0,31.25,NG,FAIL
79,55,40,70,61.0,244.0,61.0,B,PASS
40,2,97,49,47.0,188.0,47.0,C,FAIL
5,15,67,64,37.75,151.0,37.75,C,FAIL
59,61,49,82,62.75,251.0,62.75,B,PASS
96,69,79,0,61.0,244.0,61.0,B,FAIL
19,91,8,54,43.0,172.0,43.0,C,FAIL
45,18,78,84,56.25,225.0,56.25,C+,FAIL
33,15,16,40,26.0,104.0,26.0,NG,FAIL
97,28,4,78,51.75,207.0,51.75,C+,FAIL
56,42,98,13,52.25,209.0,52.25,C+,FAIL
93,40,27,41,50.25,201.0,50.25,C+,FAIL
33,2,35,66,34.0,136.0,34.0,NG,FAIL
36,38,94,75,60.75,243.0,60.75,B,PASS
29,51,9,32,30.25,121.0,30.25,NG,FAIL
63,94,44,67,67.0,268.0,67.0,B,PASS
76,52,55,52,58.75,235.0,58.75,C+,PASS
69,17,4,49,34.75,139.0,34.75,NG,FAIL
57,30,43,8,34.5,138.0,34.5,NG,FAIL
17,83,75,39,53.5,214.0,53.5,C+,FAIL
28,91,41,64,56.0,224.0,56.0,C+,FAIL
79,68,5,57,52.25,209.0,52.25,C+,FAIL
97,58,34,12,50.25,201.0,50.25,C+,FAIL
50,83,0,60,48.25,193.0,48.25,C,FAIL
77,49,77,56,64.75,259.0,64.75,B,PASS
59,85,82,33,64.75,259.0,64.75,B,FAIL
72,19,25,0,29.0,116.0,29.0,NG,FAIL
69,6,11,43,32.25,129.0,32.25,NG,FAIL
25,57,13,37,33.0,132.0,33.0,NG,FAIL
48,72,5,1,31.5,126.0,31.5,NG,FAIL
93,31,85,1,52.5,210.0,52.5,C+,FAIL
88,63,40,87,69.5,278.0,69.5,B,PASS
98,74,83,46,75.25,301.0,75.25,B+,PASS
82,47,25,19,43.25,173.0,43.25,C,FAIL
54,1,15,3,18.25,73.0,18.25,NG,FAIL
91,59,23,20,48.25,193.0,48.25,C,FAIL
78,96,89,37,75.0,300.0,75.0,B+,PASS
12,66,73,84,58.75,235.0,58.75,C+,FAIL
58,1,7,88,38.5,154.0,38.5,C,FAIL
68,71,10,44,48.25,193.0,48.25,C,FAIL
16,11,46,20,23.25,93.0,23.25,NG,FAIL
1,62,39,24,31.5,126.0,31.5,NG,FAIL
2,18,97,58,43.75,175.0,43.75,C,FAIL
86,60,73,84,75.75,303.0,75.75,B+,PASS
51,98,75,37,65.25,261.0,65.25,B,PASS
34,9,92,5,35.0,140.0,35.0,C,FAIL
31,39,38,87,48.75,195.0,48.75,C,FAIL
51,42,34,55,45.5,182.0,45.5,C,FAIL
25,14,17,4,15.0,60.0,15.0,NG,FAIL
64,92,38,97,72.75,291.0,72.75,B+,PASS
46,37,36,90,52.25,209.0,52.25,C+,PASS
90,89,27,36,60.5,242.0,60.5,B,FAIL
23,22,68,84,49.25,197.0,49.25,C,FAIL
58,52,88,21,54.75,219.0,54.75,C+,FAIL
39,79,44,58,55.0,220.0,55.0,C+,PASS
8,24,82,72,46.5,186.0,46.5,C,FAIL
68,22,93,26,52.25,209.0,52.25,C+,FAIL
68,15,72,42,49.25,197.0,49.25,C,FAIL
80,45,32,36,48.25,193.0,48.25,C,FAIL
17,89,88,73,66.75,267.0,66.75,B,FAIL
54,68,77,49,62.0,248.0,62.0,B,PASS
83,18,68,22,47.75,191.0,47.75,C,FAIL
48,34,55,65,50.5,202.0,50.5,C+,FAIL
19,44,95,78,59.0,236.0,59.0,C+,FAIL
13,28,97,56,48.5,194.0,48.5,C,FAIL
46,64,18,86,53.5,214.0,53.5,C+,FAIL
90,7,12,22,32.75,131.0,32.75,NG,FAIL
54,14,3,51,30.5,122.0,30.5,NG,FAIL
18,38,55,28,34.75,139.0,34.75,NG,FAIL
12,6,70,93,45.25,181.0,45.25,C,FAIL
60,84,50,68,65.5,262.0,65.5,B,PASS
22,45,28,73,42.0,168.0,42.0,C,FAIL
52,38,54,63,51.75,207.0,51.75,C+,PASS
41,14,32,27,28.5,114.0,28.5,NG,FAIL
21,85,71,87,66.0,264.0,66.0,B,FAIL
67,73,98,87,81.25,325.0,81.25,A,PASS
85,74,84,41,71.0,284.0,71.0,B+,PASS
56,34,46,7,35.75,143.0,35.75,C,FAIL
82,70,80,44,69.0,276.0,69.0,B,PASS
75,82,88,10,63.75,255.0,63.75,B,FAIL
59,22,92,12,46.25,185.0,46.25,C,FAIL
65,29,26,76,49.0,196.0,49.0,C,FAIL
5,16,38,15,18.5,74.0,18.5,NG,FAIL
12,8,33,7,15.0,60.0,15.0,NG,FAIL
90,91,83,36,75.0,300.0,75.0,B+,PASS
36,19,44,20,29.75,119.0,29.75,NG,FAIL
10,41,67,63,45.25,181.0,45.25,C,FAIL
46,19,45,15,31.25,125.0,31.25,NG,FAIL
20,64,83,68,58.75,235.0,58.75,C+,FAIL
20,81,49,55,51.25,205.0,51.25,C+,FAIL
69,15,55,2,35.25,141.0,35.25,C,FAIL
2,11,88,65,41.5,166.0,41.5,C,FAIL
33,4,80,97,53.5,214.0,53.5,C+,FAIL
29,42,37,63,42.75,171.0,42.75,C,FAIL
92,5,77,4,44.5,178.0,44.5,C,FAIL
61,47,96,49,63.25,253.0,63.25,B,PASS
54,51,85,27,54.25,217.0,54.25,C+,FAIL
63,32,46,48,47.25,189.0,47.25,C,FAIL
40,26,78,12,39.0,156.0,39.0,C,FAIL
81,53,72,85,72.75,291.0,72.75,B+,PASS
95,67,75,14,62.75,251.0,62.75,B,FAIL
10,97,57,10,43.5,174.0,43.5,C,FAIL
94,53,62,61,67.5,270.0,67.5,B,PASS
47,98,9,7,40.25,161.0,40.25,C,FAIL
91,22,99,40,63.0,252.0,63.0,B,FAIL
21,40,45,85,47.75,191.0,47.75,C,FAIL
48,48,16,71,45.75,183.0,45.75,C,FAIL
90,85,7,23,51.25,205.0,51.25,C+,FAIL
6,76,92,25,49.75,199.0,49.75,C,FAIL
50,55,42,92,59.75,239.0,59.75,C+,PASS
46,76,99,87,77.0,308.0,77.0,B+,PASS
9,75,58,6,37.0,148.0,37.0,C,FAIL
22,51,79,21,43.25,173.0,43.25,C,FAIL
81,38,90,32,60.25,241.0,60.25,B,FAIL
3,75,18,16,28.0,112.0,28.0,NG,FAIL
87,60,22,25,48.5,194.0,48.5,C,FAIL
51,50,41,3,36.25,145.0,36.25,C,FAIL
31,30,37,79,44.25,177.0,44.25,C,FAIL
72,61,23,70,56.5,226.0,56.5,C+,FAIL
82,69,86,79,79.0,316.0,79.0,B+,PASS
36,14,19,10,19.75,79.0,19.75,NG,FAIL
68,44,72,49,58.25,233.0,58.25,C+,PASS
55,76,35,90,64.0,256.0,64.0,B,PASS
2,23,55,83,40.75,163.0,40.75,C,FAIL
46,39,81,77,60.75,243.0,60.75,B,PASS
28,54,6,88,44.0,176.0,44.0,C,FAIL
49,46,89,54,59.5,238.0,59.5,C+,PASS
5,29,11,86,32.75,131.0,32.75,NG,FAIL
30,99,84,81,73.5,294.0,73.5,B+,FAIL
85,68,71,20,61.0,244.0,61.0,B,FAIL
86,32,69,96,70.75,283.0,70.75,B+,FAIL
58,55,65,56,58.5,234.0,58.5,C+,PASS
34,21,72,10,34.25,137.0,34.25,NG,FAIL
82,53,20,58,53.25,213.0,53.25,C+,FAIL
36,70,71,63,60.0,240.0,60.0,B,PASS
7,7,7,14,8.75,35.0,8.75,NG,FAIL
47,64,66,98,68.75,275.0,68.75,B,PASS
32,36,31,65,41.0,164.0,41.0,C,FAIL
22,82,68,60,58.0,232.0,58.0,C+,FAIL
15,64,90,0,42.25,169.0,42.25,C,FAIL
89,29,83,19,55.0,220.0,55.0,C+,FAIL
79,32,29,70,52.5,210.0,52.5,C+,FAIL
54,39,78,97,67.0,268.0,67.0,B,PASS
27,90,86,24,56.75,227.0,56.75,C+,FAIL
13,5,57,29,26.0,104.0,26.0,NG,FAIL
15,51,66,19,37.75,151.0,37.75,C,FAIL
72,18,46,93,57.25,229.0,57.25,C+,FAIL
29,31,52,49,40.25,161.0,40.25,C,FAIL
40,21,16,57,33.5,134.0,33.5,NG,FAIL
97,74,63,90,81.0,324.0,81.0,A,PASS
46,19,23,37,31.25,125.0,31.25,NG,FAIL
95,93,29,52,67.25,269.0,67.25,B,FAIL
63,10,46,38,39.25,157.0,39.25,C,FAIL
62,78,65,22,56.75,227.0,56.75,C+,FAIL
99,79,51,22,62.75,251.0,62.75,B,FAIL
12,96,76,84,67.0,268.0,67.0,B,FAIL
62,26,65,78,57.75,231.0,57.75,C+,FAIL
77,68,44,33,55.5,222.0,55.5,C+,FAIL
97,18,8,12,33.75,135.0,33.75,NG,FAIL
99,97,99,66,90.25,361.0,90.25,A+,PASS
21,31,80,11,35.75,143.0,35.75,C,FAIL
56,66,59,97,69.5,278.0,69.5,B,PASS
66,93,92,20,67.75,271.0,67.75,B,FAIL
91,1,30,57,44.75,179.0,44.75,C,FAIL
71,16,77,38,50.5,202.0,50.5,C+,FAIL
45,9,86,17,39.25,157.0,39.25,C,FAIL
59,41,52,23,43.75,175.0,43.75,C,FAIL
40,69,18,14,35.25,141.0,35.25,C,FAIL
68,54,97,47,66.5,266.0,66.5,B,PASS
54,28,70,1,38.25,153.0,38.25,C,FAIL
10,41,3,30,21.0,84.0,21.0,NG,FAIL
0,3,7,25,8.75,35.0,8.75,NG,FAIL
75,22,83,6,46.5,186.0,46.5,C,FAIL
93,88,12,12,51.25,205.0,51.25,C+,FAIL
91,70,1,86,62.0,248.0,62.0,B,FAIL
66,60,84,59,67.25,269.0,67.25,B,PASS
21,19,8,35,20.75,83.0,20.75,NG,FAIL
49,45,24,39,39.25,157.0,39.25,C,FAIL
62,53,72,94,70.25,281.0,70.25,B+,PASS
91,26,83,61,65.25,261.0,65.25,B,FAIL
98,82,27,76,70.75,283.0,70.75,B+,FAIL
35,61,72,11,44.75,179.0,44.75,C,FAIL
70,3,47,22,35.5,142.0,35.5,C,FAIL
61,99,27,77,66.0,264.0,66.0,B,FAIL
86,79,8,19,48.0,192.0,48.0,C,FAIL
97,86,91,74,87.0,348.0,87.0,A,PASS
36,29,32,62,39.75,159.0,39.75,C,FAIL
27,28,9,31,23.75,95.0,23.75,NG,FAIL
99,55,57,39,62.5,250.0,62.5,B,PASS
82,23,81,12,49.5,198.0,49.5,C,FAIL
49,40,44,94,56.75,227.0,56.75,C+,PASS
51,85,16,6,39.5,158.0,39.5,C,FAIL
94,83,28,70,68.75,275.0,68.75,B,FAIL
86,69,5,72,58.0,232.0,58.0,C+,FAIL
89,97,5,60,62.75,251.0,62.75,B,FAIL
47,26,53,63,47.25,189.0,47.25,C,FAIL
97,15,67,92,67.75,271.0,67.75,B,FAIL
32,43,59,56,47.5,190.0,47.5,C,FAIL
43,7,70,87,51.75,207.0,51.75,C+,FAIL
89,22,94,10,53.75,215.0,53.75,C+,FAIL
17,91,1,65,43.5,174.0,43.5,C,FAIL
8,98,14,26,36.5,146.0,36.5,C,FAIL
17,45,14,13,22.25,89.0,22.25,NG,FAIL
46,57,89,15,51.75,207.0,51.75,C+,FAIL
88,51,62,43,61.0,244.0,61.0,B,PASS
54,20,32,44,37.5,150.0,37.5,C,FAIL
82,77,32,9,50.0,200.0,50.0,C+,FAIL
78,26,31,8,35.75,143.0,35.75,C,FAIL
8,95,23,11,34.25,137.0,34.25,NG,FAIL
98,57,12,39,51.5,206.0,51.5,C+,FAIL
24,16,75,64,44.75,179.0,44.75,C,FAIL
93,71,83,18,66.25,265.0,66.25,B,FAIL
96,82,85,7,67.5,270.0,67.5,B,FAIL
38,22,41,91,48.0,192.0,48.0,C,FAIL
88,44,51,57,60.0,240.0,60.0,B,PASS
18,28,97,23,41.5,166.0,41.5,C,FAIL
83,40,65,34,55.5,222.0,55.5,C+,FAIL
8,45,92,55,50.0,200.0,50.0,C+,FAIL
47,77,38,57,54.75,219.0,54.75,C+,PASS
48,39,89,55,57.75,231.0,57.75,C+,PASS
63,9,50,67,47.25,189.0,47.25,C,FAIL
24,74,66,9,43.25,173.0,43.25,C,FAIL
41,67,77,47,58.0,232.0,58.0,C+,PASS
88,69,96,29,70.5,282.0,70.5,B+,FAIL
40,83,92,3,54.5,218.0,54.5,C+,FAIL
37,56,58,53,51.0,204.0,51.0,C+,PASS
5,96,42,4,36.75,147.0,36.75,C,FAIL
57,80,31,13,45.25,181.0,45.25,C,FAIL
43,48,16,64,42.75,171.0,42.75,C,FAIL
31,0,7,47,21.25,85.0,21.25,NG,FAIL
32,97,58,60,61.75,247.0,61.75,B,FAIL
83,44,10,90,56.75,227.0,56.75,C+,FAIL
79,95,91,23,72.0,288.0,72.0,B+,FAIL
2,8,98,39,36.75,147.0,36.75,C,FAIL
80,78,64,46,67.0,268.0,67.0,B,PASS
55,7,19,80,40.25,161.0,40.25,C,FAIL
27,11,40,74,38.0,152.0,38.0,C,FAIL
27,23,28,38,29.0,116.0,29.0,NG,FAIL
97,17,43,80,59.25,237.0,59.25,C+,FAIL
3,17,21,28,17.25,69.0,17.25,NG,FAIL
3,35,2,93,33.25,133.0,33.25,NG,FAIL
42,16,63,57,44.5,178.0,44.5,C,FAIL
99,10,81,99,72.25,289.0,72.25,B+,FAIL
63,1,76,10,37.5,150.0,37.5,C,FAIL
62,50,21,12,36.25,145.0,36.25,C,FAIL
91,77,25,48,60.25,241.0,60.25,B,FAIL
47,36,35,40,39.5,158.0,39.5,C,PASS
69,45,67,33,53.5,214.0,53.5,C+,FAIL
29,3,90,22,36.0,144.0,36.0,C,FAIL
73,61,0,10,36.0,144.0,36.0,C,FAIL
40,58,55,87,60.0,240.0,60.0,B,PASS
49,5,13,34,25.25,101.0,25.25,NG,FAIL
42,13,16,53,31.0,124.0,31.0,NG,FAIL
27,75,41,34,44.25,177.0,44.25,C,FAIL
96,92,53,29,67.5,270.0,67.5,B,FAIL
45,87,98,48,69.5,278.0,69.5,B,PASS
10,76,31,49,41.5,166.0,41.5,C,FAIL
90,46,21,36,48.25,193.0,48.25,C,FAIL
62,14,20,77,43.25,173.0,43.25,C,FAIL
38,32,23,16,27.25,109.0,27.25,NG,FAIL
96,14,43,37,47.5,190.0,47.5,C,FAIL
53,14,30,66,40.75,163.0,40.75,C,FAIL
78,89,92,0,64.75,259.0,64.75,B,FAIL
88,79,72,91,82.5,330.0,82.5,A,PASS
96,29,72,73,67.5,270.0,67.5,B,FAIL
99,11,19,68,49.25,197.0,49.25,C,FAIL
68,68,84,62,70.5,282.0,70.5,B+,PASS
76,61,13,30,45.0,180.0,45.0,C,FAIL
16,16,96,61,47.25,189.0,47.25,C,FAIL
72,0,59,0,32.75,131.0,32.75,NG,FAIL
45,57,9,96,51.75,207.0,51.75,C+,FAIL
87,76,61,79,75.75,303.0,75.75,B+,PASS
86,6,62,71,56.25,225.0,56.25,C+,FAIL
40,61,6,7,28.5,114.0,28.5,NG,FAIL
41,98,43,23,51.25,205.0,51.25,C+,FAIL
61,19,77,80,59.25,237.0,59.25,C+,FAIL
25,60,33,72,47.5,190.0,47.5,C,FAIL
4,4,45,90,35.75,143.0,35.75,C,FAIL
28,51,73,60,53.0,212.0,53.0,C+,FAIL
56,15,53,26,37.5,150.0,37.5,C,FAIL
19,87,47,92,61.25,245.0,61.25,B,FAIL
27,73,15,57,43.0,172.0,43.0,C,FAIL
55,52,37,60,51.0,204.0,51.0,C+,PASS
32,57,39,86,53.5,214.0,53.5,C+,FAIL
11,2,55,74,35.5,142.0,35.5,C,FAIL
15,0,67,32,28.5,114.0,28.5,NG,FAIL
71,4,44,37,39.0,156.0,39.0,C,FAIL
50,88,57,22,54.25,217.0,54.25,C+,FAIL
14,77,28,82,50.25,201.0,50.25,C+,FAIL
79,59,41,79,64.5,258.0,64.5,B,PASS
24,21,17,41,25.75,103.0,25.75,NG,FAIL
3,51,75,33,40.5,162.0,40.5,C,FAIL
32,25,30,74,40.25,161.0,40.25,C,FAIL
19,3,42,11,18.75,75.0,18.75,NG,FAIL
0,24,98,8,32.5,130.0,32.5,NG,FAIL
39,9,92,26,41.5,166.0,41.5,C,FAIL
1,86,41,89,54.25,217.0,54.25,C+,FAIL
93,79,42,99,78.25,313.0,78.25,B+,PASS
47,20,26,85,44.5,178.0,44.5,C,FAIL
12,19,63,13,26.75,107.0,26.75,NG,FAIL
66,78,77,22,60.75,243.0,60.75,B,FAIL
66,72,2,71,52.75,211.0,52.75,C+,FAIL
67,51,68,88,68.5,274.0,68.5,B,PASS
73,7,13,81,43.5,174.0,43.5,C,FAIL
46,34,8,65,38.25,153.0,38.25,C,FAIL
66,21,83,13,45.75,183.0,45.75,C,FAIL
53,28,46,2,32.25,129.0,32.25,NG,FAIL
80,37,33,1,37.75,151.0,37.75,C,FAIL
47,98,12,19,44.0,176.0,44.0,C,FAIL
69,23,91,60,60.75,243.0,60.75,B,FAIL
97,81,82,30,72.5,290.0,72.5,B+,FAIL
65,62,42,66,58.75,235.0,58.75,C+,PASS
18,39,65,71,48.25,193.0,48.25,C,FAIL
99,48,56,20,55.75,223.0,55.75,C+,FAIL
19,27,86,29,40.25,161.0,40.25,C,FAIL
16,64,82,97,64.75,259.0,64.75,B,FAIL
7,54,47,82,47.5,190.0,47.5,C,FAIL
79,62,52,48,60.25,241.0,60.25,B,PASS
69,66,71,72,69.5,278.0,69.5,B,PASS
42,41,40,38,40.25,161.0,40.25,C,PASS
50,30,93,35,52.0,208.0,52.0,C+,FAIL
35,42,16,49,35.5,142.0,35.5,C,FAIL
63,20,64,41,47.0,188.0,47.0,C,FAIL
32,64,2,94,48.0,192.0,48.0,C,FAIL
76,44,21,23,41.0,164.0,41.0,C,FAIL
56,74,47,39,54.0,216.0,54.0,C+,PASS
24,9,5,47,21.25,85.0,21.25,NG,FAIL
35,53,70,41,49.75,199.0,49.75,C,PASS
42,9,59,8,29.5,118.0,29.5,NG,FAIL
44,16,61,74,48.75,195.0,48.75,C,FAIL
8,52,53,47,40.0,160.0,40.0,C,FAIL
76,52,11,74,53.25,213.0,53.25,C+,FAIL
82,50,25,53,52.5,210.0,52.5,C+,FAIL
86,43,85,39,63.25,253.0,63.25,B,PASS
82,53,51,4,47.5,190.0,47.5,C,FAIL
11,20,96,71,49.5,198.0,49.5,C,FAIL
69,40,16,89,53.5,214.0,53.5,C+,FAIL
65,1,4,78,37.0,148.0,37.0,C,FAIL
82,89,2,69,60.5,242.0,60.5,B,FAIL
4,77,44,15,35.0,140.0,35.0,C,FAIL
14,55,91,80,60.0,240.0,60.0,B,FAIL
43,53,45,41,45.5,182.0,45.5,C,PASS
24,65,45,79,53.25,213.0,53.25,C+,FAIL
0,43,9,96,37.0,148.0,37.0,C,FAIL
47,59,62,84,63.0,252.0,63.0,B,PASS
44,76,17,7,36.0,144.0,36.0,C,FAIL
97,78,87,11,68.25,273.0,68.25,B,FAIL
67,26,84,72,62.25,249.0,62.25,B,FAIL
94,93,24,97,77.0,308.0,77.0,B+,FAIL
19,75,80,78,63.0,252.0,63.0,B,FAIL
79,97,63,84,80.75,323.0,80.75,A,PASS
36,36,56,21,37.25,149.0,37.25,C,FAIL
3,21,93,18,33.75,135.0,33.75,NG,FAIL
71,12,62,0,36.25,145.0,36.25,C,FAIL
18,84,72,22,49.0,196.0,49.0,C,FAIL
91,82,51,17,60.25,241.0,60.25,B,FAIL
68,75,18,63,56.0,224.0,56.0,C+,FAIL
93,93,9,96,72.75,291.0,72.75,B+,FAIL
90,31,53,39,53.25,213.0,53.25,C+,FAIL
19,49,41,46,38.75,155.0,38.75,C,FAIL
19,86,0,83,47.0,188.0,47.0,C,FAIL
41,58,88,47,58.5,234.0,58.5,C+,PASS
54,86,86,55,70.25,281.0,70.25,B+,PASS
17,45,27,31,30.0,120.0,30.0,NG,FAIL
19,40,44,97,50.0,200.0,50.0,C+,FAIL
42,71,87,71,67.75,271.0,67.75,B,PASS
71,79,45,79,68.5,274.0,68.5,B,PASS
33,26,33,96,47.0,188.0,47.0,C,FAIL
17,84,38,32,42.75,171.0,42.75,C,FAIL
41,71,34,58,51.0,204.0,51.0,C+,FAIL
10,21,82,21,33.5,134.0,33.5,NG,FAIL
49,46,23,75,48.25,193.0,48.25,C,FAIL
27,63,34,66,47.5,190.0,47.5,C,FAIL
87,81,21,78,66.75,267.0,66.75,B,FAIL
91,37,68,11,51.75,207.0,51.75,C+,FAIL
15,21,62,33,32.75,131.0,32.75,NG,FAIL
91,53,84,98,81.5,326.0,81.5,A,PASS
22,80,13,70,46.25,185.0,46.25,C,FAIL
81,55,16,27,44.75,179.0,44.75,C,FAIL
97,22,62,86,66.75,267.0,66.75,B,FAIL
77,5,51,96,57.25,229.0,57.25,C+,FAIL
1,20,26,20,16.75,67.0,16.75,NG,FAIL
13,63,67,90,58.25,233.0,58.25,C+,FAIL
99,6,9,52,41.5,166.0,41.5,C,FAIL
22,22,18,45,26.75,107.0,26.75,NG,FAIL
10,74,22,50,39.0,156.0,39.0,C,FAIL
17,3,8,82,27.5,110.0,27.5,NG,FAIL
8,42,27,98,43.75,175.0,43.75,C,FAIL
68,11,8,76,40.75,163.0,40.75,C,FAIL
45,94,89,70,74.5,298.0,74.5,B+,PASS
77,21,59,32,47.25,189.0,47.25,C,FAIL
46,34,64,42,46.5,186.0,46.5,C,FAIL
27,36,66,76,51.25,205.0,51.25,C+,FAIL
99,79,2,30,52.5,210.0,52.5,C+,FAIL
64,27,90,40,55.25,221.0,55.25,C+,FAIL
98,45,34,62,59.75,239.0,59.75,C+,FAIL
85,28,84,38,58.75,235.0,58.75,C+,FAIL
85,96,19,86,71.5,286.0,71.5,B+,FAIL
83,3,55,53,48.5,194.0,48.5,C,FAIL
45,68,62,35,52.5,210.0,52.5,C+,PASS
5,49,14,61,32.25,129.0,32.25,NG,FAIL
5,80,44,92,55.25,221.0,55.25,C+,FAIL
1,31,36,82,37.5,150.0,37.5,C,FAIL
68,26,15,3,28.0,112.0,28.0,NG,FAIL
70,85,90,80,81.25,325.0,81.25,A,PASS
69,95,63,22,62.25,249.0,62.25,B,FAIL
96,51,52,83,70.5,282.0,70.5,B+,PASS
87,13,77,44,55.25,221.0,55.25,C+,FAIL
95,28,7,72,50.5,202.0,50.5,C+,FAIL
61,60,57,72,62.5,250.0,62.5,B,PASS
41,23,29,77,42.5,170.0,42.5,C,FAIL
54,59,76,62,62.75,251.0,62.75,B,PASS
9,26,57,2,23.5,94.0,23.5,NG,FAIL
10,57,15,47,32.25,129.0,32.25,NG,FAIL
97,20,79,70,66.5,266.0,66.5,B,FAIL
60,97,0,52,52.25,209.0,52.25,C+,FAIL
85,78,21,10,48.5,194.0,48.5,C,FAIL
38,75,3,98,53.5,214.0,53.5,C+,FAIL
34,91,81,57,65.75,263.0,65.75,B,FAIL
2,25,62,40,32.25,129.0,32.25,NG,FAIL
53,12,46,5,29.0,116.0,29.0,NG,FAIL
74,39,18,24,38.75,155.0,38.75,C,FAIL
77,19,17,27,35.0,140.0,35.0,C,FAIL
7,93,56,14,42.5,170.0,42.5,C,FAIL
78,89,29,34,57.5,230.0,57.5,C+,FAIL
36,7,23,50,29.0,116.0,29.0,NG,FAIL
55,77,59,27,54.5,218.0,54.5,C+,FAIL
15,46,38,96,48.75,195.0,48.75,C,FAIL
6,2,46,49,25.75,103.0,25.75,NG,FAIL
31,84,79,12,51.5,206.0,51.5,C+,FAIL
92,8,95,3,49.5,198.0,49.5,C,FAIL
3,18,86,61,42.0,168.0,42.0,C,FAIL
26,10,89,18,35.75,143.0,35.75,C,FAIL
57,7,75,69,52.0,208.0,52.0,C+,FAIL
88,10,88,38,56.0,224.0,56.0,C+,FAIL
1,20,58,2,20.25,81.0,20.25,NG,FAIL
79,74,5,26,46.0,184.0,46.0,C,FAIL
7,24,81,9,30.25,121.0,30.25,NG,FAIL
99,63,16,15,48.25,193.0,48.25,C,FAIL
50,76,27,74,56.75,227.0,56.75,C+,FAIL
92,69,88,9,64.5,258.0,64.5,B,FAIL
74,7,31,8,30.0,120.0,30.0,NG,FAIL
30,31,47,80,47.0,188.0,47.0,C,FAIL
61,33,13,35,35.5,142.0,35.5,C,FAIL
37,8,38,19,25.5,102.0,25.5,NG,FAIL
24,55,56,76,52.75,211.0,52.75,C+,FAIL
81,46,20,69,54.0,216.0,54.0,C+,FAIL
7,21,99,35,40.5,162.0,40.5,C,FAIL
60,16,56,62,48.5,194.0,48.5,C,FAIL
24,85,23,52,46.0,184.0,46.0,C,FAIL
60,99,54,83,74.0,296.0,74.0,B+,PASS
18,12,40,58,32.0,128.0,32.0,NG,FAIL
67,70,31,44,53.0,212.0,53.0,C+,FAIL
6,74,84,82,61.5,246.0,61.5,B,FAIL
7,83,70,26,46.5,186.0,46.5,C,FAIL
36,28,5,77,36.5,146.0,36.5,C,FAIL
14,36,71,91,53.0,212.0,53.0,C+,FAIL
86,32,71,93,70.5,282.0,70.5,B+,FAIL
79,88,63,49,69.75,279.0,69.75,B,PASS
56,69,20,85,57.5,230.0,57.5,C+,FAIL
78,55,0,29,40.5,162.0,40.5,C,FAIL
33,33,18,17,25.25,101.0,25.25,NG,FAIL
19,79,2,74,43.5,174.0,43.5,C,FAIL
70,40,16,0,31.5,126.0,31.5,NG,FAIL
1,21,44,83,37.25,149.0,37.25,C,FAIL
